IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms)0-30好/51-100普通,速度(MB/s)
8.218.3.198,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,40,1.41
8.218.48.92,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,21,4.42
8.218.65.171,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,4.29
8.218.74.119,2083,8443,TRUE,HKG,Asia Pacific,Hong Kong,21,7.48
8.218.85.128,2083,443,TRUE,HKG,Asia Pacific,Hong Kong,13,15.58
47.238.43.79,2083,443,TRUE,HKG,Asia Pacific,Hong Kong,110,2.66
13.113.157.160,2086,2083,TRUE,HKG,Asia Pacific,Hong Kong,16,3.6
54.199.166.178,2086,2083,TRUE,HKG,Asia Pacific,Hong Kong,16,3.5
13.229.86.76,2086,8443,TRUE,HKG,Asia Pacific,Hong Kong,34,2.03
47.236.164.215,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,34,2.87
47.236.189.92,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,18,2.11
47.236.202.91,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,40,0.88
47.236.237.90,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,44,0.09
47.237.86.185,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,0
47.237.95.140,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,15,0
47.238.35.50,2087,2083,TRUE,SIN,IpDoMAiN,,245,3.81
47.238.40.58,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,34,0
47.238.5.0,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,44,0
47.238.6.58,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,16.9
47.242.107.109,2087,2083,TRUE,SIN,DomAin,Hong Kong,17,10.28
47.242.125.241,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,41,6.14
47.242.171.94,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,38,4.58
47.242.174.27,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,51,3.7
47.242.176.237,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,1.22
47.242.202.230,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,5,14.16
47.242.234.127,2087,8443,TRUE,HKG,Asia Pacific,Hong Kong,34,8.19
47.242.42.153,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,53,4.26
47.242.54.157,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,18,3.3
47.242.59.216,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,52,3.81
47.242.7.162,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,36,5.42
47.243.107.148,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,47,3.34
47.243.169.63,2087,8443,TRUE,HKG,Asia Pacific,Hong Kong,17,0.97
47.243.173.187,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,23,1.36
47.243.183.127,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,35,4.03
47.243.186.171,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,42,5.63
47.243.203.119,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,20,4.36
47.243.234.9,2087,8443,TRUE,HKG,Asia Pacific,Hong Kong,16,0
47.243.27.217,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,38,14.96
47.243.5.154,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,15.51
47.243.60.150,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,8.6
47.243.70.186,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,40,6.32
47.243.74.220,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,98,5.47
47.243.90.180,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,53,3.08
47.243.91.58,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,9,2.77
47.76.146.1,2087,443,TRUE,HKG,Asia Pacific,Hong Kong,31,13.49
47.76.159.146,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,23,1.2
47.76.178.146,2087,2083,TRUE,HKG,DomAin,,,
47.76.189.102,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,29,2.11
47.76.192.24,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,19,4.48
47.76.203.101,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,21,4.08
47.76.204.76,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,29,0
47.76.222.57,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,15,3.25
47.76.225.255,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,16,27.54
47.76.227.128,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,21,2.61
47.76.26.26,2087,2083,TRUE,HKG,,,,
47.76.32.108,2087,0,TRUE,HKG,,,,
47.76.33.40,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,46,1.35
47.76.37.57,2087,0,TRUE,HKG,Asia Pacific,Hong Kong,15,2.68
47.76.49.246,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,13,5.01
47.76.77.103,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,0.95
47.76.94.15,2087,0,TRUE,HKG,Asia Pacific,Hong Kong,58,5.8
47.76.98.98,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,7,6.28
8.210.101.157,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,48,1.18
8.210.119.11,2087,0,TRUE,HKG,Asia Pacific,Hong Kong,37,3.08
8.210.146.108,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,10,3.57
8.210.156.6,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,26,2.33
8.210.164.75,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,41,2.54
8.210.174.156,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,38,2.17
8.210.175.109,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,38,5.63
8.210.192.93,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,30,2.08
8.210.207.214,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,11,6.29
8.210.21.65,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,1.39
8.210.34.188,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,31,0
8.210.39.96,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,16,0
8.210.55.134,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,1.28
8.210.63.130,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,59,3.06
8.210.65.1,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,3.02
8.210.66.190,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,16,13.28
8.210.89.245,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,8.35
8.210.9.129,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,17,0
8.217.121.207,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,39,4.65
8.217.123.243,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,34,0
8.217.145.40,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,16.5
8.217.154.218,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,24,6.79
8.217.159.210,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,22,6.74
8.217.248.220,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,34,15.58
8.217.250.222,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,27,7.85
8.217.66.3,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,16,4.86
8.217.72.0,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,17,14.91
8.218.122.55,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,41,0.04
8.218.142.253,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,10.98
8.218.143.10,2087,8443,TRUE,HKG,Asia Pacific,Hong Kong,8,13.26
8.218.204.128,2087,443,TRUE,HKG,Asia Pacific,Hong Kong,22,10.53
8.218.228.152,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,20,9.93
8.218.48.92,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,3.61
8.218.74.119,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,112,0
8.218.8.142,2087,443,TRUE,HKG,Asia Pacific,Hong Kong,28,2.79
8.218.81.14,2087,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,0
182.173.76.80,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,46,0
203.119.87.16,2096,443,TRUE,HKG,Asia Pacific,Hong Kong,85,13.68
203.119.87.66,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,0
203.119.87.9,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,248,4.96
47.238.131.39,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,228,0.5
47.238.35.50,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,235,6.8
47.238.40.58,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,22,2.85
47.238.5.0,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,40,3.65
47.238.6.58,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,7,4.83
47.242.107.109,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,19,8.86
47.242.119.104,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,20,1.09
47.242.125.241,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,11,10.95
47.242.171.94,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,22,4.13
47.242.174.27,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,40,3.5
47.242.202.230,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,32,1.7
47.242.234.127,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,12,5.09
47.242.42.153,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,45,2.28
47.242.54.157,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,21,7.43
47.242.59.216,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,41,6.33
47.242.7.162,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,44,1.27
47.243.107.148,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,44,19.36
47.243.139.243,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,21,18.48
47.243.169.63,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,20,16.62
47.243.173.187,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,21,15.11
47.243.183.127,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,18,12.65
47.243.186.171,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,38,11.89
47.243.203.119,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,39,11.67
47.243.234.9,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,34,11.25
47.243.26.83,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,60,8.68
47.243.5.154,2096,2083,TRUE,HKG,Asia Pacific,Hong Kong,12,8.45
47.243.60.150,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,11,4.29
47.243.70.186,2096,443,TRUE,HKG,Asia Pacific,Hong Kong,120,0.39
47.243.74.220,2096,8443,TRUE,HKG,Asia Pacific,Hong Kong,15,7.93
47.243.86.79,2096,443,TRUE,HKG,Asia Pacific,Hong Kong,63,7.12
47.243.90.180,2096,2087,TRUE,HKG,,,,
47.243.91.58,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,18,10.65
47.76.146.1,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,7,26.05
47.76.178.146,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,25,3.28
47.76.189.102,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,87,14.3
47.76.192.24,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,141,11.91
47.76.204.76,2096,2087,TRUE,HKG,,,,
47.76.214.139,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,82,11.4
47.76.222.57,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,122,8.55
47.76.225.255,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,341,8.36
47.76.227.128,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,25,3.72
47.76.26.26,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,54,2.18
47.76.29.115,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,10,5.77
47.76.32.108,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,53,3.3
47.76.33.40,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,24,9.71
47.76.37.57,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,28,0.74
47.76.49.246,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,10,6.54
47.76.77.103,2096,2087,TRUE,HKG,,,,
47.76.94.15,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,42,4.37
52.175.26.95,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,13,12.74
8.210.101.157,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,22,3.87
8.210.119.11,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,51,4.01
8.210.146.108,2096,2087,TRUE,HKG,,,,
8.210.156.6,2096,2087,TRUE,HKG,,,,
8.210.164.75,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,18,0.95
8.210.174.156,2096,2087,TRUE,HKG,,,,
8.210.175.109,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,9,0
8.210.192.93,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,10,4.66
8.210.203.7,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,41,6.27
8.210.207.214,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,12,0.65
8.210.21.65,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,22,15.85
8.210.34.188,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,40,2.22
8.210.39.96,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,25,0.37
8.210.55.134,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,25,4.6
8.210.63.130,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,22,2.17
8.210.65.1,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,22,0
8.210.66.190,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,14,3.41
8.210.89.245,2096,2087,TRUE,HKG,,,,
8.210.9.129,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,37,9.44
8.217.123.243,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,31,4.01
8.217.127.73,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,35,9.37
8.217.248.220,2096,2087,TRUE,HKG,,,,
8.217.250.222,2096,2087,TRUE,HKG,,,,
8.217.66.3,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,51,2.37
8.217.72.0,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,43,0.31
8.218.142.253,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,17,2.93
8.218.143.10,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,57,7.99
8.218.173.78,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,20,4.45
8.218.204.128,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,18,2.42
8.218.228.152,2096,8443,TRUE,HKG,Asia Pacific,Hong Kong,35,11.37
8.218.3.198,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,8,4.25
8.218.74.119,2096,0,TRUE,HKG,Asia Pacific,Hong Kong,9,6.93
8.218.81.14,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,45,0.97
8.218.85.128,2096,2087,TRUE,HKG,Asia Pacific,Hong Kong,41,2.48
47.76.203.101,2096,443,TRUE,HKG,Asia Pacific,Hong Kong,23,2.65
47.76.98.98,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,34,1.85
47.238.43.79,2096,8443,TRUE,HKG,Asia Pacific,Hong Kong,39,4.16
152.32.190.239,4431,2087,TRUE,HKG,Asia Pacific,Hong Kong,10,3.93
45.149.186.112,8080,443,TRUE,HKG,Asia Pacific,Hong Kong,23,2.51
85.208.104.136,8080,2096,TRUE,HKG,Asia Pacific,Hong Kong,52,1.78
103.20.223.27,8100,2087,TRUE,HKG,Asia Pacific,Hong Kong,18,6.88
103.160.204.79,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,32,7.33
141.11.78.134,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,17,4.65
165.154.64.64,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,37,8.39
35.220.130.220,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,60,0.46
43.135.120.246,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,32,1.24
43.252.160.138,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,8,17.83
45.8.186.160,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,14,1.78
46.3.105.191,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,36,7.29
47.236.145.85,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,11,5.53
47.236.189.92,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,38,4.56
47.236.237.90,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,35,15.57
47.236.253.41,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,23,1.55
47.236.97.90,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,60,2.83
47.237.125.8,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,10,5.44
47.237.8.82,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,6,2.57
47.237.84.173,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,43,0.73
47.237.95.146,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,20,3.29
47.238.35.50,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,68,12.15
47.238.40.58,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,9,16.2
47.238.5.0,8443,2087,TRUE,SIN,DomAin,Singapore,21,9.02
47.238.6.58,8443,2087,TRUE,SIN,IpDoMAiN,,185,2
47.242.107.109,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,6,3
47.242.119.104,8443,2087,TRUE,SIN,DomAin,Singapore,17,8.04
47.242.125.241,8443,2087,TRUE,SIN,IpDoMAiN,,401,2.12
47.242.171.94,8443,2087,TRUE,SIN,IpDoMAiN,,190,2.27
47.242.174.27,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,20,7.81
47.242.202.230,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,19,6.2
47.242.234.127,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,24,5.92
47.242.42.153,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,49,2.69
47.242.54.157,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,29,3.82
47.242.59.216,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,42,7.26
47.242.7.162,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,31,3.2
47.242.79.71,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,46,3.21
47.243.107.148,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,15,7.71
47.243.139.243,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,27,12.65
47.243.169.63,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,16,0.88
47.243.173.187,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,9,9.88
47.243.183.127,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,15,15.33
47.243.186.171,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,62,0
47.243.203.119,8443,443,TRUE,HKG,Asia Pacific,Hong Kong,10,13.28
47.243.234.9,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,18,12.74
47.243.243.14,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,11,26.15
47.243.26.83,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,17.83
47.243.5.154,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,7,17.77
47.243.60.150,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,138,17.54
47.243.70.186,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,15.21
47.243.74.220,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,51,10.65
47.243.86.79,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,8.52
47.243.90.180,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,12,8.25
47.243.91.58,8443,2096,TRUE,HKG,,,,
47.76.146.1,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,7.6
47.76.159.146,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,11,6.83
47.76.178.146,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,12,3.71
47.76.189.102,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,29,6.73
47.76.192.24,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,16,6.22
47.76.203.101,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,25,4.93
47.76.204.76,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,55,4.44
47.76.214.139,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,2.72
47.76.222.57,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,65,2.37
47.76.225.255,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,45,9.17
47.76.227.128,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,21,25.1
47.76.26.26,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,19,13.7
47.76.32.108,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,15,2.71
47.76.33.40,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,27,13.04
47.76.37.57,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,43,2.8
47.76.49.246,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,30,10.52
47.76.62.62,8443,2087,TRUE,HKG,,,,
47.76.77.103,8443,2087,TRUE,HKG,,,,
47.76.94.15,8443,2087,TRUE,HKG,,,,
8.210.101.157,8443,2087,TRUE,HKG,,,,
8.210.119.11,8443,2087,TRUE,HKG,,,,
8.210.146.108,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,20,0.94
8.210.156.6,8443,443,TRUE,HKG,Asia Pacific,Hong Kong,22,4.89
8.210.164.75,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,23,10.43
8.210.174.156,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,30,10.39
8.210.175.109,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,24,8.93
8.210.192.93,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,21,8.04
8.210.203.7,8443,2096,TRUE,HKG,,,,
8.210.207.214,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,34,7.78
8.210.21.65,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,22,0
8.210.34.188,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,29,7.15
8.210.39.96,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,21,5.82
8.210.55.134,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,27,1.62
8.210.63.130,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,17,5.3
8.210.65.1,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,37,28.5
8.210.66.190,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,19,3.57
8.210.85.222,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,25,1.76
8.210.89.245,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,30,1.06
8.210.9.129,8443,2096,TRUE,HKG,,,,
8.217.121.207,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,29,4.34
8.217.123.243,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,46,3.6
8.217.239.116,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,43,3.81
8.217.248.220,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,20,4.18
8.217.250.222,8443,2096,TRUE,HKG,,,,
8.217.49.34,8443,2096,TRUE,HKG,,,,
8.217.66.3,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,17,4.12
8.217.72.0,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,33,0
8.218.11.90,8443,2096,TRUE,HKG,,,,
8.218.122.55,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,17,2.86
8.218.142.253,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,24,1.33
8.218.143.10,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,21,0.97
8.218.178.79,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,27,0
8.218.204.128,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,11,2.35
89.213.219.166,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,41,4.31
89.213.219.224,8443,2096,TRUE,HKG,Asia Pacific,Hong Kong,20,1.17
47.76.98.98,8443,443,TRUE,HKG,Asia Pacific,Hong Kong,28,2.1
47.238.43.79,8443,2087,TRUE,HKG,Asia Pacific,Hong Kong,80,2.81
46.3.105.154,8723,2096,TRUE,HKG,Asia Pacific,Hong Kong,29,4.23
45.207.11.69,8899,2096,TRUE,HKG,,,,
152.32.252.175,8969,2096,TRUE,HKG,,,,
178.173.248.74,10013,2096,TRUE,HKG,Asia Pacific,Hong Kong,9,13.23
178.173.248.74,10017,2096,TRUE,HKG,Asia Pacific,Hong Kong,12,5.73
178.173.248.74,10070,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,4.07
103.235.18.253,11189,2096,TRUE,HKG,Asia Pacific,Hong Kong,22,8.05
38.181.35.164,12772,2096,TRUE,HKG,Asia Pacific,Hong Kong,45,4.31
154.12.60.12,13053,2096,TRUE,HKG,Asia Pacific,Hong Kong,19,5.71
38.207.143.44,13343,2083,TRUE,HKG,Asia Pacific,Hong Kong,34,1.39
46.3.105.162,13995,0,TRUE,HKG,Asia Pacific,Hong Kong,11,2.94
46.3.104.30,15456,0,TRUE,HKG,Asia Pacific,Hong Kong,31,3.7
23.225.64.61,15651,2096,TRUE,HKG,Asia Pacific,Hong Kong,34,4.69
58.82.242.199,16762,2096,TRUE,HKG,Asia Pacific,Hong Kong,65,3.66
38.47.120.61,17292,2096,TRUE,HKG,Asia Pacific,Hong Kong,52,4.34
38.207.142.114,18088,2096,TRUE,HKG,Asia Pacific,Hong Kong,22,12.26
58.82.242.199,19339,2096,TRUE,HKG,Asia Pacific,Hong Kong,22,6.46
101.36.122.24,19351,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,4.06
154.201.93.212,19443,443,TRUE,HKG,Asia Pacific,Hong Kong,22,1.62
46.3.105.162,19515,2096,TRUE,HKG,Asia Pacific,Hong Kong,45,3.29
150.129.41.37,19913,2096,TRUE,HKG,Asia Pacific,Hong Kong,23,2.37
103.118.244.200,20001,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,6.22
38.6.195.82,20002,2096,TRUE,HKG,Asia Pacific,Hong Kong,13,7.21
178.173.238.162,20005,0,TRUE,HKG,Asia Pacific,Hong Kong,41,2.56
178.173.237.215,20249,2096,TRUE,HKG,Asia Pacific,Hong Kong,62,8.92
58.82.242.199,20500,2096,TRUE,HKG,Asia Pacific,Hong Kong,54,5.06
46.3.106.68,21208,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,3.12
38.207.132.71,22153,2096,TRUE,HKG,Asia Pacific,Hong Kong,15,0.61
