IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms)0-30好/51-100普通,速度(MB/s)
154.3.38.140,22388,443,TRUE,HKG,Asia Pacific,Hong Kong,34,1.21
59.187.242.236,22557,443,TRUE,HKG,Asia Pacific,Hong Kong,29,1.82
103.20.222.32,23452,2096,TRUE,HKG,Asia Pacific,Hong Kong,8,0.01
141.11.77.125,24426,2096,TRUE,HKG,Asia Pacific,Hong Kong,55,5.8
45.87.102.140,24852,0,TRUE,HKG,Asia Pacific,Hong Kong,23,8.6
163.53.246.105,25930,2096,TRUE,HKG,Asia Pacific,Hong Kong,19,5.9
163.53.246.105,25950,2096,TRUE,HKG,Asia Pacific,Hong Kong,20,7.88
38.47.120.145,25955,2096,TRUE,HKG,Asia Pacific,Hong Kong,6,5.97
119.13.88.67,26541,2096,TRUE,HKG,Asia Pacific,Hong Kong,10,3.59
59.187.245.232,26939,2096,TRUE,HKG,Asia Pacific,Hong Kong,23,1.43
163.53.246.105,27013,2096,TRUE,HKG,Asia Pacific,Hong Kong,9,0
141.11.77.158,27312,2096,TRUE,HKG,Asia Pacific,Hong Kong,28,0.74
38.207.132.71,27709,2096,TRUE,SIN,DomAin,Singapore,20,10.07
103.118.244.200,27712,2096,TRUE,HKG,Bestip,,,
118.193.33.119,27942,2096,TRUE,HKG,Bestip,,,
103.118.244.200,28076,2096,TRUE,HKG,Bestip,,,
103.117.101.10,28630,2096,TRUE,HKG,Bestip,,,
141.11.149.93,28668,2096,TRUE,HKG,Asia Pacific,Hong Kong,42,7.63
154.204.60.218,29876,2096,TRUE,HKG,Asia Pacific,Hong Kong,22,3.65
154.88.31.91,30000,2096,TRUE,HKG,Asia Pacific,Hong Kong,55,5.66
163.53.246.105,30387,2096,TRUE,HKG,Asia Pacific,Hong Kong,47,1.36
37.128.252.113,31141,8443,TRUE,HKG,Asia Pacific,Hong Kong,16,5.65
163.53.246.186,31731,2096,TRUE,HKG,Asia Pacific,Hong Kong,10,6.51
156.251.176.109,32175,2096,TRUE,HKG,Asia Pacific,Hong Kong,10,6.67
60.246.180.236,32544,2096,TRUE,HKG,Asia Pacific,Hong Kong,23,0.91
59.187.245.232,32715,8443,TRUE,HKG,Asia Pacific,Hong Kong,14,4.83
123.136.93.95,33999,443,TRUE,HKG,Asia Pacific,Hong Kong,23,0.02
154.201.91.42,33999,443,TRUE,HKG,Asia Pacific,Hong Kong,21,1.56
156.238.224.5,33999,8443,TRUE,HKG,Asia Pacific,Hong Kong,27,10.75
156.238.229.100,33999,443,TRUE,HKG,反代cf,香港IP,108,0.99
156.238.229.232,33999,8443,TRUE,HKG,Asia Pacific,Hong Kong,21,1.83
156.238.229.4,33999,443,TRUE,HKG,Asia Pacific,Hong Kong,50,4.42
101.36.111.171,34237,443,TRUE,HKG,Asia Pacific,Hong Kong,41,4.12
154.204.56.238,34237,8443,TRUE,HKG,,,,
154.23.185.52,34237,8443,TRUE,HKG,Asia Pacific,Hong Kong,20,15.2
103.20.222.236,34651,8443,TRUE,HKG,Asia Pacific,Hong Kong,24,8.57
165.154.43.92,35181,443,TRUE,HKG,Asia Pacific,Hong Kong,23,2.26
165.154.43.92,35184,8443,TRUE,HKG,Asia Pacific,Hong Kong,41,22.57
165.154.43.92,35187,8443,TRUE,HKG,Asia Pacific,Hong Kong,56,14.14
23.224.33.64,35333,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,11.24
141.11.149.48,35333,2096,TRUE,HKG,Asia Pacific,Hong Kong,142,1.63
59.187.245.232,35680,443,TRUE,HKG,Asia Pacific,Hong Kong,24,1.8
103.115.40.133,36332,8443,TRUE,HKG,Asia Pacific,Hong Kong,172,10.96
38.181.35.164,36350,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,9.39
58.82.242.199,36600,8443,TRUE,HKG,Asia Pacific,Hong Kong,37,9.24
58.82.242.199,37202,443,TRUE,HKG,Asia Pacific,Hong Kong,21,7.92
38.181.35.164,37459,8443,TRUE,HKG,Asia Pacific,Hong Kong,48,7.85
152.32.190.205,37766,8443,TRUE,HKG,Asia Pacific,Hong Kong,31,7.19
46.3.105.181,38050,8443,TRUE,HKG,Asia Pacific,Hong Kong,3,6.31
23.26.217.14,38112,2083,TRUE,HKG,Asia Pacific,Hong Kong,114,1.83
103.48.169.9,38835,8443,TRUE,HKG,Asia Pacific,Hong Kong,122,4.15
141.11.149.93,39434,8443,TRUE,HKG,Asia Pacific,Hong Kong,48,4.04
46.3.104.147,39741,8443,TRUE,HKG,Asia Pacific,Hong Kong,41,3.8
163.53.246.105,40722,8443,TRUE,HKG,Asia Pacific,Hong Kong,46,3.52
46.3.105.162,41259,2083,TRUE,HKG,Asia Pacific,Hong Kong,33,1.25
103.135.248.81,41766,443,TRUE,HKG,Asia Pacific,Hong Kong,50,2.55
38.207.142.7,42612,443,TRUE,HKG,Asia Pacific,Hong Kong,117,2.54
178.173.248.146,43112,8443,TRUE,HKG,Asia Pacific,Hong Kong,29,5.03
46.3.106.31,43906,443,TRUE,HKG,Asia Pacific,Hong Kong,135,9.24
38.207.132.71,44946,2096,TRUE,HKG,Asia Pacific,Hong Kong,48,3.25
141.11.90.170,45121,2096,TRUE,HKG,Asia Pacific,Hong Kong,17,1.23
38.207.132.71,45137,2096,TRUE,HKG,Asia Pacific,Hong Kong,40,21.44
46.3.105.87,48689,2096,TRUE,HKG,Asia Pacific,Hong Kong,19,18.96
46.3.105.162,49758,2096,TRUE,HKG,Asia Pacific,Hong Kong,19,1.02
38.207.132.71,50729,2096,TRUE,HKG,Asia Pacific,Hong Kong,23,22.49
38.181.25.31,52001,2096,TRUE,HKG,Asia Pacific,Hong Kong,18,27.19
46.3.105.162,52386,443,TRUE,HKG,Asia Pacific,Hong Kong,183,1.6
103.225.199.215,53881,8443,TRUE,HKG,Asia Pacific,Hong Kong,22,18.95
103.103.245.51,55496,8443,TRUE,HKG,Asia Pacific,Hong Kong,40,1.5
38.207.132.71,55786,443,TRUE,HKG,Asia Pacific,Hong Kong,23,5.68
141.11.77.125,59217,443,TRUE,HKG,Asia Pacific,Hong Kong,22,6.84
91.229.132.209,59430,443,TRUE,HKG,Asia Pacific,Hong Kong,27,2.47
141.11.149.64,59644,2096,TRUE,HKG,Asia Pacific,Hong Kong,8,0
141.11.79.224,65250,443,TRUE,HKG,Asia Pacific,Hong Kong,19,1.54
47.76.189.102,8443,8443,TRUE,HKG,,,,
47.76.77.103,8443,8443,TRUE,HKG,,,,
47.76.166.41,443,8443,TRUE,HKG,,,,
8.210.92.27,443,8443,TRUE,HKG,,,,
8.210.118.122,443,8443,TRUE,HKG,,,,
47.242.107.109,8443,8443,TRUE,HKG,,,,
47.238.43.79,8443,8443,TRUE,HKG,,,,
47.242.107.109,8443,8443,TRUE,HKG,,,,
8.210.21.65,8443,8443,TRUE,HKG,,,,
47.243.60.150,8443,8443,TRUE,HKG,,,,
47.76.62.62,8443,8443,TRUE,HKG,,,,
47.243.91.58,8443,8443,TRUE,HKG,,,,
47.76.98.98,8443,8443,TRUE,HKG,,,,
47.76.178.146,8443,8443,TRUE,HKG,,,,
